2003a 5460,514|6686,514|6932,513|7339,514
200433z 5911,133|5911,348|5911,481|5911,616|5911,750|5911,886|5911,1019|5911,1154|5911,1289|5911,1421|5911,1555|5911,1688|6198,133|6198,348|6198,482|6198,619|6198,751|6198,888|6198,1021|6198,1157|6198,1288|6198,1424|6198,1558|6198,1691|6198,1826|6198,1959|6936,134|6936,351|6936,488|6936,627|6936,762|6936,900|6936,1035|6936,1169|6936,1306|6936,1442|6936,1578|6936,1713|6936,1850|6936,1986|6936,2121|6936,2257|6936,2391|6936,2526|6936,2663|6936,2799|6936,2932|6936,3070|7128,909|7128,1046|7128,1182|7128,1318|7128,1592|7128,1725|7128,1872|7327,133|7327,349|7327,483|7327,617|7327,753|7327,888|7327,1024|7327,1159|7327,1292|7327,1427
20363cbde18509fc8300c3669b343744 6641,897|7139,897
203a45bbe8cd0b21734afc944d87d02f 7074,417
20756a4ff51a35bcd11ec3ab36075f47 7144,1743
2077dfcc47dc2470ec616e256ea9e328 6150,1094|7826,1098|7879,1098
20t01 5785,348|5785,471|5785,842|5785,2191|5785,2841|5785,3093|5785,3970|5785,4097|6438,348|6438,471|6438,842|6438,2191|6438,2841|6438,3093|6438,3970|6438,4097|6626,364|6865,3619|7406,3619
20z 6612,44|7187,51|7261,51|7298,44|7466,44|7536,44
211208fe65f6ac31eb9d8600fc351fd6 5911,1236
212030z 5381,143|5381,355|5649,143|5649,355
212978z 6490,470|6490,600|6490,734|6490,865|6490,1397|6490,1658|6490,2572|6490,2701|6490,2829|6490,3090|6490,3349|7528,342|7528,470|7528,600|7528,731|7528,865|7528,994|7528,1124|7528,1397|7528,1658|7528,2314|7528,2443|7528,2572|7528,2701|7528,2829|7528,2962|7528,3090|7528,3349|7528,3481
215143z 5374,351|5610,147|5610,360|6518,351|6692,147|6692,360
218b182 7916,5528|7938,5528
21af3561509ce96b397db2a2e4465da2 5422,1853|7623,1853
21dcca564cecb25840bb94d31a2382e6 6200,249|6344,249
21e94202c65437fbdcd1d9f20a8fee3a 7635,1090
21t17 6289,267|6289,423|6289,578|6289,712|6289,851|6289,1003|6289,1159|6418,231|7062,231|7379,267|7379,423|7379,578|7379,712|7379,851|7379,1003|7379,1159
21t18 6532,1101|6532,1466|7740,1101|7740,1466
21t20 6626,228|7156,228|7495,1450|7495,1814|7495,1932|7495,2051|7495,4057
21t23 6834,997|6834,2297|6834,3175|6834,3306|6834,4201|7147,997|7147,2297|7147,3175|7147,3306|7147,4201
22c91704415d46d1c9df7faacd8ad3c4 7826,1341|7879,1341
22d3a170918ceebdbf3539936a41b639 6490,3296|7528,3296
22nd 6203,4989|6688,4989
22t04 6834,1533|6834,2673|6834,4465|7147,1533|7147,2673|7147,4465
22t10 6200,490|6200,1145|6200,1547|6200,1801|6200,2182|6344,490|6344,1145|6344,1547|6344,1801|6344,2182|6532,1705|6727,238|6727,1000|6753,238|6753,1000|6834,614|6834,867|6834,1268|6834,1403|6834,1662|6834,1919|6834,2175|6834,2795|6834,3435|6834,4842|7147,614|7147,867|7147,1268|7147,1403|7147,1662|7147,1919|7147,2175|7147,3435|7147,4842
22t21 6015,447|6877,247|7120,245|7156,364|7406,2040|7740,352|7740,1831
22t22 5422,124|5422,288|5422,416|5422,550|5422,675|5422,801|5422,924|5422,1045|5422,1168|5422,1291|5422,1412|5422,1531|5422,1652|5422,1774|5422,1894|5422,2014|5422,2137|5422,2262|5422,2382|5449,126|5455,129|5455,295|5455,419|5455,545|5455,667|5455,792|5455,914|5455,1035|5455,1159|5455,1282|5455,1405|5455,1527|5455,1651|5455,1774|5455,1896|5455,2019|5455,2140|5455,2262|5455,2386|5455,2509|5455,2634|5587,125|5587,291|5588,121|5588,323|5605,117|5605,308|5779,123|5785,119|5785,281|5785,409|5785,532|5785,659|5785,777|5785,903|5785,1025|5785,1149|5785,1272|5785,1393|5785,1515|5785,1638|5785,1760|5785,1879|5785,1997|5785,2120|5785,2252|5785,2399|5785,2527|5785,2654|5785,2776|5785,2902|5785,3029|5785,3154|5785,3279|5785,3403|5785,3526|5785,3655|5785,3783|5785,3905|5785,4031|5785,4158|5785,4286|5785,4412|5843,119|5843,310|5851,120|5851,301|5851,433|5851,566|5851,699|5851,847|5851,973|5855,129|5855,295|5855,419|5855,545|5855,667|5855,792|5855,914|5855,1035|5855,1159|5855,1282|5855,1405|5855,1527|5855,1651|5855,1774|5855,1896|5855,2019|5855,2140|5855,2262|5855,2386|5855,2509|5855,2634|5883,126|5883,297|5954,120|5954,285|5954,408|5954,531|5954,668|5954,802|5954,923|5954,1043|5954,1162|5954,1315|6015,508|6051,128|6051,293|6051,414|6051,535|6051,658|6051,780|6051,903|6051,1025|6051,1147|6143,123|6143,288|6143,410|6143,536|6143,661|6143,800|6189,121|6189,312|6200,125|6200,290|6200,421|6200,551|6200,681|6200,810|6200,942|6200,1075|6200,1206|6200,1338|6200,1484|6200,1608|6200,1733|6200,1862|6200,1986|6200,2115|6200,2243|6200,2373|6200,2502|6235,110|6254,122|6254,288|6289,142|6289,328|6289,484|6289,639|6289,773|6289,912|6289,1064|6289,1220|6336,121|6336,287|6344,125|6344,290|6344,421|6344,551|6344,681|6344,810|6344,942|6344,1075|6344,1206|6344,1338|6344,1484|6344,1608|6344,1733|6344,1862|6344,1986|6344,2115|6344,2243|6344,2373|6344,2502|6418,127|6418,292|6438,119|6438,281|6438,409|6438,532|6438,659|6438,777|6438,903|6438,1025|6438,1149|6438,1272|6438,1393|6438,1515|6438,1638|6438,1760|6438,1879|6438,1997|6438,2120|6438,2252|6438,2399|6438,2527|6438,2654|6438,2776|6438,2902|6438,3029|6438,3154|6438,3279|6438,3403|6438,3526|6438,3655|6438,3783|6438,3905|6438,4031|6438,4158|6438,4286|6438,4412|6529,121|6529,287|6532,121|6532,288|6532,413|6532,543|6532,666|6532,789|6532,911|6532,1040|6532,1162|6532,1285|6532,1406|6532,1527|6532,1647|6532,1766|6532,1892|6618,123|6626,115|6626,289|6626,425|6641,133|6641,307|6641,440|6641,570|6641,695|6641,819|6641,938|6641,1061|6641,1186|6641,1304|6641,1426|6641,1550|6641,1679|6641,1808|6641,1936|6641,2073|6641,2202|6641,2324|6641,2458|6641,2586|6641,2716|6641,2845|6641,2969|6641,3102|6641,3234|6641,3365|6641,3497|6641,3620|6641,3744|6641,3867|6641,3995|6641,4125|6641,4252|6641,4388|6653,120|6653,285|6653,408|6653,531|6653,668|6653,802|6653,923|6653,1043|6653,1162|6653,1315|6719,121|6719,323|6727,134|6727,299|6727,432|6727,559|6727,692|6727,815|6727,937|6727,1061|6727,1188|6742,121|6742,282|6749,115|6749,306|6753,134|6753,299|6753,432|6753,559|6753,692|6753,815|6753,937|6753,1061|6753,1188|6777,121|6777,312|6778,127|6785,119|6785,313|6785,439|6804,123|6804,288|6804,411|6804,533|6804,656|6834,125|6834,296|6834,425|6834,548|6834,675|6834,798|6834,928|6834,1058|6834,1194|6834,1329|6834,1464|6834,1594|6834,1723|6834,1853|6834,1980|6834,2107|6834,2236|6834,2358|6834,2485|6834,2608|6834,2734|6834,2856|6834,2980|6834,3108|6834,3236|6834,3367|6834,3496|6834,3632|6834,3755|6834,3877|6834,4006|6834,4134|6834,4262|6834,4400|6834,4526|6834,4654|6834,4781|6834,4903|6834,5032|6865,119|6865,281|6865,401|6865,519|6865,638|6865,762|6865,882|6865,1011|6865,1135|6865,1252|6865,1380|6865,1496|6865,1619|6865,1738|6865,1863|6865,1982|6865,2101|6865,2220|6865,2339|6865,2464|6865,2584|6865,2702|6865,2823|6865,2947|6865,3066|6865,3189|6865,3313|6865,3433|6865,3556|6865,3680|6865,3798|6865,3921|6865,4039|6865,4161|6877,117|6877,308|6908,125|6908,291|6912,128|6912,292|6912,413|6912,537|6912,656|6912,776|6912,900|6912,1018|6912,1141|6912,1264|6912,1385|6912,1505|6912,1627|6916,118|6916,281|6916,403|6916,525|6916,645|6916,764|6916,885|6916,1009|6916,1127|6916,1244|6916,1367|6916,1486|6916,1615|6916,1736|6916,1860|6916,1987|6916,2107|6916,2228|6916,2360|6916,2482|6916,2602|6916,2734|6916,2856|6916,2980|6916,3100|6919,127|6987,124|6987,287|6987,410|7021,121|7021,282|7062,127|7062,292|7071,133|7071,300|7071,419|7071,542|7071,660|7071,782|7071,903|7117,122|7117,288|7120,115|7120,306|7136,118|7136,281|7136,403|7136,525|7136,645|7136,764|7136,885|7136,1009|7136,1127|7136,1244|7136,1367|7136,1486|7136,1615|7136,1736|7136,1860|7136,1987|7136,2107|7136,2228|7136,2360|7136,2482|7136,2602|7136,2734|7136,2856|7136,2980|7136,3100|7139,133|7139,307|7139,440|7139,570|7139,695|7139,819|7139,938|7139,1061|7139,1186|7139,1304|7139,1426|7139,1550|7139,1679|7139,1808|7139,1936|7139,2073|7139,2202|7139,2324|7139,2458|7139,2586|7139,2716|7139,2845|7139,2969|7139,3102|7139,3234|7139,3365|7139,3497|7139,3620|7139,3744|7139,3867|7139,3995|7139,4125|7139,4252|7139,4388|7147,125|7147,296|7147,425|7147,548|7147,675|7147,798|7147,928|7147,1058|7147,1194|7147,1329|7147,1464|7147,1594|7147,1723|7147,1853|7147,1980|7147,2107|7147,2236|7147,2358|7147,2485|7147,2608|7147,2734|7147,2856|7147,2980|7147,3108|7147,3236|7147,3367|7147,3496|7147,3632|7147,3755|7147,3877|7147,4006|7147,4134|7147,4262|7147,4400|7147,4526|7147,4654|7147,4781|7147,4903|7147,5032|7156,115|7156,289|7156,425|7207,120|7207,301|7207,433|7207,566|7207,699|7207,847|7207,973|7224,110|7315,116|7315,307|7335,116|7335,307|7379,142|7379,328|7379,484|7379,639|7379,773|7379,912|7379,1064|7379,1220|7402,126|7402,297|7406,119|7406,281|7406,401|7406,519|7406,638|7406,762|7406,882|7406,1011|7406,1135|7406,1252|7406,1380|7406,1496|7406,1619|7406,1738|7406,1863|7406,1982|7406,2101|7406,2220|7406,2339|7406,2464|7406,2584|7406,2702|7406,2823|7406,2947|7406,3066|7406,3189|7406,3313|7406,3433|7406,3556|7406,3680|7406,3798|7406,3921|7406,4039|7406,4161|7560,123|7560,288|7560,411|7560,533|7560,656|7580,126|7607,119|7607,310|7611,128|7611,293|7611,414|7611,535|7611,658|7611,780|7611,903|7611,1025|7611,1147|7623,124|7623,288|7623,416|7623,550|7623,675|7623,801|7623,924|7623,1045|7623,1168|7623,1291|7623,1412|7623,1531|7623,1652|7623,1774|7623,1894|7623,2014|7623,2137|7623,2262|7623,2382|7677,125|7740,121|7740,288|7740,413|7740,543|7740,666|7740,789|7740,911|7740,1040|7740,1162|7740,1285|7740,1406|7740,1527|7740,1647|7740,1766|7740,1892|7801,128|7801,292|7801,413|7801,537|7801,656|7801,776|7801,900|7801,1018|7801,1141|7801,1264|7801,1385|7801,1505|7801,1627|7826,128|7826,292|7826,412|7826,534|7826,655|7826,775|7826,897|7826,1020|7826,1139|7826,1260|7826,1382|7879,128|7879,292|7879,412|7879,534|7879,655|7879,775|7879,897|7879,1020|7879,1139|7879,1260|7879,1382
22t23 5930,123|5930,227|5930,288|5930,349|5930,410|5930,475|5930,536|5930,600|5930,661|5930,739|5930,800|6121,119|6121,252|6121,313|6121,378|6121,439|6140,124|6140,287|6140,410|6646,125|7098,133|7098,239|7098,300|7098,358|7098,419|7098,481|7098,542|7098,599|7098,660|7098,721|7098,782|7098,842|7098,903
22z 5397,41|5482,45|5492,45|5594,40|5803,40|5860,49|5940,50|5949,48|5967,40|6090,38|6272,44|6311,42|6325,40|6404,44|6410,46|6545,41|6623,49|6659,44|6695,47|6792,45|6935,49|6945,46|6989,41|7008,46|7053,40|7069,46|7116,40|7242,45|7254,38|7256,41|7257,44|7273,40|7296,38|7370,41|7375,48|7443,41|7452,50|7524,38|7642,44|7820,42|7824,47
2399406a477c690ca17cc921eedccb1 6650,982|6892,982
23b39f82e562d262e188640baec4928c 6289,732|7379,732
23rd 6203,5014|6688,5014
23t01 6140,226|6140,349|6143,349|6143,475|6143,600|6143,739|6987,226|6987,349|7071,239|7071,358|7071,481|7071,599
23t02 6143,227
23t21 6749,245|6785,378|6865,1677|7406,1677
